"id","clinic_name_th","clinic_name_en","alias","xeomin_flag","belotero_flag","ulthera_flag","province","district","website","facebook","tel","latitude","longtitude","xeomin","x_beauty","belotero","skin_radiance","ulthera"
722,"สยามเลเซอร์คลินิก เซ็นทรัลเฟสติวัล อีสต์วิลล์","Siam Laser Clinic (SLC) Central EastVille","สยามเลเซอร์คลินิก เซ็นทรัลเฟสติวัล อีสต์วิลล์","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.slcclinic.com/en","https://www.facebook.com/SLCclinic/","02 553 6120",13.8026409,100.6153809,"Y","Y","Y","N","Y"
726,"เดอะ ทัช คลินิก เดอะมอลล์บางแค ชั้น 7","The Touch Clinic The Mall Bangkae 7th Floor","เดอะ ทัช คลินิก เดอะมอลล์บางแค ชั้น 7","N","N","N","กรุงเทพมหานคร","เขตบางแค","http://www.thetouchbkk.com/","https://www.facebook.com/thetouchbkk/","02 454 0887/02 454 5",13.7125768,100.4079409,"Y","Y","Y","Y","Y"
733,"ศักติคลินิก","Sakti Clinic","ศักติคลินิก","N","N","N","กรุงเทพมหานคร","เขตดินแดง","http://www.sakticlinic.com","https://www.facebook.com/sakticlinic/","0827986424",13.7976685,100.5719708,"Y","N","N","N","N"
734,"เมดิโกลว์ คลินิก สาขา THE NINTH TOWER A","Mediglow Clinic @THE NINTH TOWER A","เมดิโกลว์ คลินิก สาขา THE NINTH TOWER A","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://mediglowclinic.com/","https://www.facebook.com/mediglowclinic","063-957-1888",13.758948,100.5680521,"Y","N","Y","N","Y"
735,"เมดิโกลว์ คลินิก สาขา ทองหล่อ","Mediglow Clinic @Thonglor","เมดิโกลว์ คลินิก สาขา ทองหล่อ","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://mediglowclinic.com/","https://www.facebook.com/mediglowclinic","063-913-5599",13.7323048,100.5829093,"Y","N","Y","N","Y"
737,"พินชนก คลินิก","Pinchanok Clinic","พินชนก คลินิก","N","N","N","ปทุมธานี","คลองหลวง","","https://www.facebook.com/pinchanokclinic/","096 980 1551",14.0145941,100.663588,"Y","N","Y","N","N"
738,"เฟซด็อกเตอร์ คลินิก","Face doctor clinic","เฟซด็อกเตอร์ คลินิก","N","N","N","ปราจีนบุรี","ศรีมหาโพธิ","","https://www.facebook.com/facedoctorclinic/?rf=375635425932665","082 224 4066",13.8954416,101.5787421,"Y","N","Y","N","N"
739,"สิริน คลินิก by หมอปลา","Sirin Clinic by หมอปลา","สิริน คลินิก by หมอปลา","N","N","N","มุกดาหาร","เมืองมุกดาหาร","","https://www.facebook.com/sirinclinicmukdahan/","0874916666",13.717949,100.702617,"N","N","Y","Y","N"
740,"มีสุข คลินิก สาขา มุกดาหาร","Meesook Clinic @Mukdahan","มีสุข คลินิก สาขา มุกดาหาร","N","N","N","มุกดาหาร","เมืองมุกดาหาร","","https://www.facebook.com/%E0%B8%A1%E0%B8%B5%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-by-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%9B%E0%B8%B9-1027200020700389/","042041433",16.5446813,104.7126909,"Y","N","Y","Y","N"
741,"ด๊อกเตอร์จี คลินิก สาขา ขอนแก่น","Doctor G Clinic @Khon Kaen","ด๊อกเตอร์จี คลินิก สาขา ขอนแก่น","N","N","N","ขอนแก่น","เมืองขอนแก่น","","https://www.facebook.com/doctorgclinickk/","0910570307",16.4256819,102.8318914,"N","N","Y","Y","N"
742,"ด๊อกเตอร์จี คลินิก สาขา อุดรธานี","Doctor G Clinic @Udon Thani","ด๊อกเตอร์จี คลินิก สาขา อุดรธานี","N","N","N","อุดรธานี","เมืองอุดรธานี","","https://www.facebook.com/Doctor-G-Clinic-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5-%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B","0803206643",17.398292,102.805869,"N","N","Y","Y","N"
743,"ด๊อกเตอร์เทพ คลินิก","Doctor Tep Clinic","ด๊อกเตอร์เทพ คลินิก","N","N","N","มหาสารคาม","เมืองมหาสารคาม","","https://www.facebook.com/DoctorTepClinic/","0935243838",16.2115437,103.2813666,"N","N","Y","N","N"
744,"โดนาลา คลินิก ***เป็นคลินิกเดียวกันกับด๊อกเตอร์เทพ คลินิก","Donala clinic","โดนาลา คลินิก ***เป็นคลินิกเดียวกันกับด๊อกเตอร์เทพ คลินิก","N","N","N","มหาสารคาม","เมืองมหาสารคาม","","https://www.facebook.com/donalaclinic/",+66848286366,16.2368595,103.2605205,"N","N","Y","N","N"
745,"ด๊อกเตอร์แอน คลินิก","Doctor Ann Clinic","ด๊อกเตอร์แอน คลินิก","N","N","N","อุดรธานี","เมืองอุดรธานี","","https://www.facebook.com/Dr.AnnClinic/",+66951680654,17.4057806,102.7791334,"N","N","Y","Y","N"
746,"คริสต้า แคร์ คลินิก สาขา อุดรธานี","Cristar Care Clinic @Udon Thani","คริสต้า แคร์ คลินิก สาขา อุดรธานี","N","N","N","อุดรธานี","เมืองอุดรธานี","","https://www.facebook.com/cristarcareUD/",+66910578090,17.3995287,102.8058096,"Y","N","Y","Y","N"
747,"คลินิกหมอดาวใจ-หมอสมพงษ์ สาขา อุดรธานี","DS Clinic @ Udon Thani","คลินิกหมอดาวใจ-หมอสมพงษ์ สาขา อุดรธานี","N","N","N","อุดรธานี","เมืองอุดรธานี","http://www.dsskinclinic.com/","https://www.facebook.com/Dsclinic/","042 932 978",17.398071,102.8059029,"Y","N","Y","N","Y"
749,"คลินิกเวชกรรมนายแพทย์กรกฎ","Korakot Clinic","คลินิกเวชกรรมนายแพทย์กรกฎ","N","N","N","มหาสารคาม","เมืองมหาสารคาม","","https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%A7%E0%B8%8A%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%9E%E0%B8%97%E0",+66934439292,16.2355475,103.2670004,"N","N","Y","N","N"
750,"เกวริน สกิน&เลเซอร์คลินิก","Kevarin Clinic","เกวริน สกิน&เลเซอร์คลินิก","N","N","N","ขอนแก่น","เมืองขอนแก่น","","https://www.facebook.com/kevarinclinic/",+66633437300,16.4454489,102.8199016,"N","N","Y","N","N"
751,"ดร.อรวรรณ คลินิก","Dr.Orawan Holistic Institute","ดร.อรวรรณ คลินิก","N","N","N","กรุงเทพมหานคร","เขตคลองเตย","http://www.drorawan.com","https://www.facebook.com/drorawanholistic","02 6614431",13.7276449,100.5733662,"N","N","Y","N","N"
752,"ลีเอนจาง คลินิก สาขาสยาม","Lienjang clinic @Siam","ลีเอนจาง คลินิก สาขาสยาม","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.lienjangthailand.com","https://www.facebook.com/lienjangthailand","085 8345555",13.7450759,100.5345698,"Y","Y","Y","Y","N"
753,"ลีเอนจาง คลินิก สาขาเดอะมอลล์บางกะปิ","Lienjang clinic @The Mall Bangkapi","ลีเอนจาง คลินิก สาขาเดอะมอลล์บางกะปิ","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.lienjangthailand.com","https://www.facebook.com/lienjangthailand","02 6584491",13.7657981,100.6423905,"Y","Y","Y","Y","N"
754,"ดร.จอย บิวตี้ คลินิก","Dr.Joy Beauty clinic","ดร.จอย บิวตี้ คลินิก","N","N","N","กรุงเทพมหานคร","เขตสาทร","http://www.drjoybeautyclinic.com","https://www.facebook.com/drjoybeautyclinic","088 6324645",13.7257343,100.5445945,"Y","Y","Y","Y","Y"
755,"Bangkok Anti-Aging Center","Bangkok Anti-Aging Center","Bangkok Anti-Aging Center","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.bangkok-antiaging.com","https://www.facebook.com/bangkokantiaging","02 2772893",13.789982,100.580161,"N","N","Y","N","N"
756,"ทีโมนี่คลินิก","Tmonie Clinic","ทีโมนี่คลินิก","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","","https://www.facebook.com/TMonieTH/","099 629 6656",13.8448961,100.6018788,"Y","Y","Y","Y","N"
757,"ไอวิชคลินิก","I Wish Clinic","ไอวิชคลินิก","N","N","N","นนทบุรี","เมืองนนทบุรี","","https://www.facebook.com/iwishclinic/","096 946 0780",13.9040223,100.5160488,"N","N","Y","N","N"
758,"เอ็กซ์ โอ คลินิก","X.O. Clinic","เอ็กซ์ โอ คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","https://www.facebook.com/xoclinic/","096 956 5644",13.742496,100.5491384,"N","N","Y","N","N"
760,"ลา กราซ คลินิก สาขา เซ็นทรัลแจ้งวัฒนะ","LA GRACE Elegant Beauty Clinic @Central Changwattana","ลา กราซ คลินิก สาขา เซ็นทรัลแจ้งวัฒนะ","N","N","N","นนทบุรี","ปากเกร็ด","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","0-2101-0698 - 9/08-2",13.904133999999999,100.528387,"N","N","N","N","Y"
761,"ลา กราซ คลินิก สาขา เซ็นทรัลลาดพร้าว","LA GRACE Elegant Beauty Clinic @Central Ladprao","ลา กราซ คลินิก สาขา เซ็นทรัลลาดพร้าว","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","0-2937-1616/09-1556-",13.8166943,100.5588376,"N","N","N","N","Y"
762,"ลา กราซ คลินิก สาขาเซ็นทรัลพระราม 9","LA GRACE Elegant Beauty Clinic @Central Rama 9","ลา กราซ คลินิก สาขาเซ็นทรัลพระราม 9","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-160-3415/08-8008-",13.7585951,100.5661311,"N","N","N","N","Y"
763,"ลา กราซ คลินิก สาขา เซ็นทรัลพระราม 2","LA GRACE Elegant Beauty Clinic @Central Rama 2","ลา กราซ คลินิก สาขา เซ็นทรัลพระราม 2","N","N","N","กรุงเทพมหานคร","เขตบางขุนเทียน","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-872-4366/08-2796-",13.6628559,100.4372793,"N","N","N","N","Y"
764,"ลา กราซ คลินิก สาขา เซ็นทรัลปิ่นเกล้า","LA GRACE Elegant Beauty Clinic @Central Pinklao","ลา กราซ คลินิก สาขา เซ็นทรัลปิ่นเกล้า","N","N","N","กรุงเทพมหานคร","เขตบางพลัด","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-884-5770/08-8874-",13.7783807,100.4765008,"N","N","N","N","Y"
765,"ลา กราซ คลินิก สาขา เซ็นทรัลบางนา","LA GRACE Elegant Beauty Clinic @Central Bangna","ลา กราซ คลินิก สาขา เซ็นทรัลบางนา","N","N","N","กรุงเทพมหานคร","เขตบางนา","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-745-7147/082-796-",13.6704022,100.6351374,"N","N","N","N","Y"
766,"ลา กราซ คลินิก สาขา เซ็นทรัลชิดลม","LA GRACE Elegant Beauty Clinic @Central Chidlom","ลา กราซ คลินิก สาขา เซ็นทรัลชิดลม","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-655-3131/088-874-",13.744859,100.5431653,"N","N","N","N","Y"
767,"ลา กราซ คลินิก สาขา สีลมคอมเพล็กซ์","LA GRACE Elegant Beauty Clinic @Silom Complex","ลา กราซ คลินิก สาขา สีลมคอมเพล็กซ์","N","N","N","กรุงเทพมหานคร","เขตบางรัก","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-231-3673/74/091-1",13.7286343,100.5350181,"N","N","N","N","Y"
768,"ลา กราซ คลินิก สาขา ฟิวเจอร์พาร์ค รังสิต","LA GRACE Elegant Beauty Clinic @Future Park Rangsit","ลา กราซ คลินิก สาขา ฟิวเจอร์พาร์ค รังสิต","N","N","N","ปทุมธานี","ธัญบุรี","http://www.lagraceclinic.com","https://www.facebook.com/lagracebeautyclub/","02-958-0532/082-796-",13.9877216,100.6183535,"N","N","N","N","Y"
770,"ผิวดี คลินิก สาขา ไอคอนสยาม","Pewdee Clinic @ICONSIAM","ผิวดี คลินิก สาขา ไอคอนสยาม","N","N","N","กรุงเทพมหานคร","เขตคลองสาน","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","0-2288-0848",13.7261868,100.5082085,"Y","N","Y","N","Y"
771,"ผิวดี คลินิก สาขา เซ็นทรัลลาดพร้าว","Pewdee Clinic @Central Ladprao","ผิวดี คลินิก สาขา เซ็นทรัลลาดพร้าว","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","0-2937-0537-8",13.8160229,100.5602681,"Y","N","Y","N","Y"
773,"ผิวดี คลินิก สาขา เซ็นทรัลพระราม 3","Pewdee Clinic @Central Rama 3","ผิวดี คลินิก สาขา เซ็นทรัลพระราม 3","N","N","N","กรุงเทพมหานคร","เขตยานนาวา","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","0-2673-5771-2",13.697528,100.537683,"Y","N","Y","N","Y"
774,"ผิวดี คลินิก สาขา เซ็นทรัลแจ้งวัฒนะ","Pewdee Clinic @Central Chaengwattana","ผิวดี คลินิก สาขา เซ็นทรัลแจ้งวัฒนะ","N","N","N","นนทบุรี","ปากเกร็ด","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","0-2101-0434-4",13.9038874,100.5286458,"Y","N","Y","N","Y"
775,"ผิวดี คลินิก สาขา ลาดพร้าวพร้อมพันธ์","Pewdee Clinic @Ladprao Prompun Building","ผิวดี คลินิก สาขา ลาดพร้าวพร้อมพันธ์","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","0-2513-0255",13.811387700000001,100.5647304,"Y","N","Y","N","Y"
776,"ผิวดี คลินิก สาขา พาราไดซ์ปาร์ค","Pewdee Clinic @Paradise Park","ผิวดี คลินิก สาขา พาราไดซ์ปาร์ค","N","N","N","กรุงเทพมหานคร","เขตประเวศ","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","0-2787-2364-5",13.6876927,100.6476077,"Y","N","Y","N","Y"
777,"ผิวดี คลินิก สาขา เซ็นทรัลบางนา","Pewdee Clinic @Central Bangna","ผิวดี คลินิก สาขา เซ็นทรัลบางนา","N","N","N","กรุงเทพมหานคร","เขตบางนา","http://www.pewdeeclinic.com","https://www.facebook.com/pewdeeclinic","02-553-6110",13.6699862,100.6351089,"Y","N","Y","N","Y"
778,"คลินิกหมอบิว","Doctor Bill Clinic","คลินิกหมอบิว","N","N","N","ตาก","แม่สอด","https://www.doctorbillclinic.com","https://www.facebook.com/Cwclinic/","0888142212",16.71825,98.5842591,"N","N","Y","Y","N"
779,"ของขวัญคลินิก สาขา เซ็นทรัลบางนา","Khongkwan Clinic Central Bangna","ของขวัญคลินิก สาขา เซ็นทรัลบางนา","N","N","N","กรุงเทพมหานคร","เขตบางนา","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","02 7457353",13.6696504,100.6320475,"N","N","N","N","Y"
780,"ของขวัญคลินิก สาขา เซ็นทรัลปิ่นเกล้า ชั้น 3","Khongkwan Clinic Central Pinklao 3st Floor","ของขวัญคลินิก สาขา เซ็นทรัลปิ่นเกล้า ชั้น 3","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","02 8848609",13.7781153,100.4766537,"N","N","N","N","Y"
781,"ของขวัญคลินิก สาขา เซ็นทรัลปิ่นเกล้า ชั้น 16","Khongkwan Clinic Central Pinklao 16th Floor","ของขวัญคลินิก สาขา เซ็นทรัลปิ่นเกล้า ชั้น 16","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","02 8848858",13.7781153,100.4766537,"N","N","N","N","Y"
782,"ของขวัญคลินิก สาขา เอมควอเทียร์","Khongkwan Clinic Emquartier","ของขวัญคลินิก สาขา เอมควอเทียร์","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","02 0036199",13.7315248,100.568533,"N","N","N","N","Y"
783,"ของขวัญคลินิก สาขา เซ็นทรัลลาดพร้าว","Khongkwan Clinic Central Ladprao","ของขวัญคลินิก สาขา เซ็นทรัลลาดพร้าว","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","",13.8165685,100.56127,"N","N","N","N","Y"
784,"ของขวัญคลินิก สาขา ทองหล่อ","Khongkwan Clinic Thonglor","ของขวัญคลินิก สาขา ทองหล่อ","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","02 7129256",13.7339816,100.5801988,"N","N","N","N","Y"
785,"ของขวัญคลินิก สาขา ดิเอ็มโพเรียมชั้น 3","Khongkwan Clinic The Emporium 3st Floor","ของขวัญคลินิก สาขา ดิเอ็มโพเรียมชั้น 3","N","N","N","กรุงเทพมหานคร","เขตคลองเตย","http://www.khongkwanclinic.com","https://www.facebook.com/khongkwanclinic/","",13.7299803,100.5684567,"N","N","N","N","Y"
786,"โรงพยาบาลเวิลด์เมดิคอล","World Medical Hospital","โรงพยาบาลเวิลด์เมดิคอล","N","N","N","นนทบุรี","ปากเกร็ด","http://theworldmedicalcenter.com/th/new_site/index","https://www.facebook.com/worldmedicalhospital/","02 836 9999",13.9049803,100.5242396,"N","N","Y","N","N"
787,"พรเกษม คลินิก สยามสแควร์","Pornkasem Clinic @ Siam Square","พรเกษม คลินิก สยามสแควร์","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-252-1317",13.7457602,100.5289052,"N","N","N","N","Y"
788,"พรเกษม คลินิก งามวงศ์วาน","Pornkasem Clinic @ Nhamwongwan","พรเกษม คลินิก งามวงศ์วาน","N","N","N","นนทบุรี","เมืองนนทบุรี","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","095-361-2515",13.8561267,100.5424088,"N","N","N","N","Y"
789,"พรเกษม คลินิก ซีคอนสแควร์ ชั้น 3","Pornkasem Clinic @ Seacon Square 3rd Floor","พรเกษม คลินิก ซีคอนสแควร์ ชั้น 3","N","N","N","กรุงเทพมหานคร","เขตประเวศ","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-721-9951/091-765-",13.6950001,100.6466108,"N","N","N","N","Y"
790,"พรเกษม คลินิก ซีคอน บางแค  ชั้น 3","Pornkasem Clinic @ Seacon Bangkae 3rd Floor","พรเกษม คลินิก ซีคอน บางแค  ชั้น 3","N","N","N","กรุงเทพมหานคร","เขตภาษีเจริญ","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-458-2655/091-765-",13.7123863,100.4326433,"N","N","N","N","Y"
791,"พรเกษม คลินิก พรอมานาด รามอินทรา ชั้น 4","Pornkasem Clinic @ The Promenade Ramintra 4th Floor","พรเกษม คลินิก พรอมานาด รามอินทรา ชั้น 4","N","N","N","กรุงเทพมหานคร","เขตคันนายาว","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-130-4230/091-767-",13.8269599,100.6769515,"N","N","N","N","Y"
792,"พรเกษม คลินิก ฟิวเจอร์พาร์ค รังสิต ชั้น 1","Pornkasem Clinic @ Future Park Rangsit 1st Floor","พรเกษม คลินิก ฟิวเจอร์พาร์ค รังสิต ชั้น 1","N","N","N","ปทุมธานี","ธัญบุรี","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-958-0777/083-042-",13.9893137,100.6174713,"N","N","N","N","Y"
793,"พรเกษม คลินิก ยูเนียนมอลล์ ชั้น G","Pornkasem Clinic @ Union Mall G Floor","พรเกษม คลินิก ยูเนียนมอลล์ ชั้น G","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-513-4256/02-513-4",13.8137158,100.5618551,"N","N","N","N","Y"
794,"พรเกษม คลินิก สยามสแควร์วัน ชั้น 6","Pornkasem Clinic @ Siam Square One 6th Floor","พรเกษม คลินิก สยามสแควร์วัน ชั้น 6","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-115-1355/091-763-",13.7450671,100.5315365,"N","N","N","N","Y"
795,"พรเกษม คลินิก เซ็นทรัลบางนา ชั้น 5","Pornkasem Clinic @ Central Bangna  5th Floor","พรเกษม คลินิก เซ็นทรัลบางนา ชั้น 5","N","N","N","กรุงเทพมหานคร","เขตบางนา","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-361-1132/02-745-7",13.6701954,100.6321957,"N","N","N","N","Y"
796,"พรเกษม คลินิก เซ็นทรัลปิ่นเกล้า ชั้น 4","Pornkasem Clinic @ Central Pinklao 4th Floor","พรเกษม คลินิก เซ็นทรัลปิ่นเกล้า ชั้น 4","N","N","N","กรุงเทพมหานคร","เขตบางพลัด","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-884-9290/02-884-8",13.7784985,100.4757634,"N","N","N","N","Y"
797,"พรเกษม คลินิก เซ็นทรัลพระราม 2 ชั้น 3","Pornkasem Clinic @ Central Rama 2 3st Floor","พรเกษม คลินิก เซ็นทรัลพระราม 2 ชั้น 3","N","N","N","กรุงเทพมหานคร","เขตบางขุนเทียน","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-872-4744/02-872-4",13.6641075,100.4379781,"N","N","N","N","Y"
798,"พรเกษม คลินิก เซ็นทรัลพระราม 3 ชั้น 4","Pornkasem Clinic @ Central Rama 3 4th Floor","พรเกษม คลินิก เซ็นทรัลพระราม 3 ชั้น 4","N","N","N","กรุงเทพมหานคร","เขตยานนาวา","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-673-7128/02-673-7",13.6979269,100.5376123,"N","N","N","N","Y"
799,"พรเกษม คลินิก เซ็นทรัลศาลายา ชั้น 2","Pornkasem Clinic @ Central Salaya 2nd Floor","พรเกษม คลินิก เซ็นทรัลศาลายา ชั้น 2","N","N","N","นครปฐม","สามพราน","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-429-6904/091-767-",13.7872183,100.2764261,"N","N","N","N","Y"
800,"พรเกษม คลินิก เซ็นทรัลแจ้งวัฒนะ ชั้น 3","Pornkasem Clinic @ Central Changwattana 3st Floor","พรเกษม คลินิก เซ็นทรัลแจ้งวัฒนะ ชั้น 3","N","N","N","นนทบุรี","ปากเกร็ด","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-101-0876/091-764-",13.9031587,100.5288996,"N","N","N","N","Y"
801,"พรเกษม คลินิก เซ็นทรัลเวสต์เกต ชั้น 2","Pornkasem Clinic @ Central Plaza Westgate 2nd Floor","พรเกษม คลินิก เซ็นทรัลเวสต์เกต ชั้น 2","N","N","N","นนทบุรี","บางใหญ่","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-108-4144/091-767-",13.8771007,100.4116286,"N","N","N","N","Y"
802,"พรเกษม คลินิก เซ็นเตอร์วัน ชั้น 1","Pornkasem Clinic @ Center One 1st Floor","พรเกษม คลินิก เซ็นเตอร์วัน ชั้น 1","N","N","N","กรุงเทพมหานคร","เขตราชเทวี","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-644-7069/091-764-",13.7638935,100.539103,"N","N","N","N","Y"
803,"พรเกษม คลินิก เดอะมอลล์ ท่าพระ ชั้น 2","Pornkasem Clinic @ The Mall Thapra 2nd Floor","พรเกษม คลินิก เดอะมอลล์ ท่าพระ ชั้น 2","N","N","N","กรุงเทพมหานคร","เขตธนบุรี","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-477-9346/02-477-9",13.7131883,100.4795103,"N","N","N","N","Y"
804,"พรเกษม คลินิก เดอะมอลล์ บางกะปิ ชั้น 1","Pornkasem Clinic @ The Mall Bangkapi 1st Floor","พรเกษม คลินิก เดอะมอลล์ บางกะปิ ชั้น 1","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-734 -1376/02-734",13.7692623,100.642994,"N","N","N","N","Y"
805,"พรเกษม คลินิก เดอะมอลล์ บางแค ชั้น 2","Pornkasem Clinic @ The Mall Bangkae 2nd Floor","พรเกษม คลินิก เดอะมอลล์ บางแค ชั้น 2","N","N","N","กรุงเทพมหานคร","เขตบางแค","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-454-9467/02-454-9",13.7122761,100.4084698,"N","N","N","N","Y"
806,"พรเกษม คลินิก เดอะมอลล์ รามคำแหง ชั้น 1","Pornkasem Clinic @ The Mall Ramkhamhaeng 1st Floor","พรเกษม คลินิก เดอะมอลล์ รามคำแหง ชั้น 1","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-454-9467/02-454-9",13.7525008,100.6099083,"N","N","N","N","Y"
808,"พรเกษม คลินิก เอสพลานาด รัชดาภิเษก ชั้น M","Pornkasem Clinic @ Esplanade Ratchadapisek M Floor","พรเกษม คลินิก เอสพลานาด รัชดาภิเษก ชั้น M","N","N","N","กรุงเทพมหานคร","เขตดินแดง","http://www.pornkasemclinic.com","https://www.facebook.com/pksclinic/","02-660-9222/02-660-9",13.7665747,100.5695011,"N","N","N","N","Y"
811,"BM clinic สาขา เซ็นเตอร์วันอนุสาวรีย์ชัยสมรภูมิ","BM CLINIC-center one victory monument","BM clinic สาขา เซ็นเตอร์วันอนุสาวรีย์ชัยสมรภูมิ","N","N","N","กรุงเทพมหานคร","เขตราชเทวี","","https://www.facebook.com/BMCenterOne/","080-0172800",13.7642083,100.539743,"Y","N","N","N","N"
814,"พีเฟชคลินิก","P-face clinic","พีเฟชคลินิก","N","N","N","สงขลา","หาดใหญ่","","https://web.facebook.com/P.faceclinic/","096-6591451",6.9985131,100.476758,"Y","N","N","N","N"
815,"ดี สกิน เลเซอร์คลินิก","D-Skin laser clinic","ดี สกิน เลเซอร์คลินิก","N","N","N","นครปฐม","เมืองนครปฐม","","https://m.facebook.com/DSkinLaser/","063-079-9000",13.8169596,100.0554118,"Y","Y","Y","Y","N"
816,"แกลมมินโน่ คลินิก","Glaminno Clinic","แกลมมินโน่ คลินิก","N","N","N","กรุงเทพมหานคร","เขตสายไหม","","https://m.facebook.com/glaminnoclinic","094-495-6644",13.8885991,100.6553034,"Y","Y","N","N","Y"
817,"เอลิซซ่า คลินิก เซ็นทรัล พระราม 3 ชั้น 4","Alyssa Clinic Central Rama3 4th Floor","เอลิซซ่า คลินิก เซ็นทรัล พระราม 3 ชั้น 4","N","N","N","กรุงเทพมหานคร","เขตยานนาวา","http://alyssaclinic.com/","https://www.facebook.com/alyssaclinic/","02-673-6428",13.6976976,100.537483,"Y","Y","Y","Y","Y"
